model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1,dataset_group,pruning_group,metric,value,percentage,percentage_wrt_task
Llama,0.1,OSCAR,SVAMP,0.2766666666666666,,,,Mathematical Reasoning,Language Modeling,acc,0.277,1.0121951219512193,0.9835872235872237
Llama,0.1,OSCAR,WinoGrande,0.5035516969218626,,,,Question Answering,Language Modeling,acc,0.504,1.0373983739837398,1.0037334952193049
Llama,0.1,Pile,ANLI,0.368,,,,NLI,Language Modeling,acc,0.368,1.0137741046831956,0.9937966945890878
Llama,0.1,Pile,BoolQ,0.2776758409785932,,,,Question Answering,Language Modeling,acc,0.278,1.0236753100338218,1.0037334952193049
Llama,0.1,Pile,CommonsenseQA,0.4856674856674857,,,,Question Answering,Language Modeling,acc,0.486,0.9866888519134777,1.0037334952193049
Llama,0.1,Pile,e-SNLI,0.463049674267101,,,,NLI,Language Modeling,acc,0.463,0.9799655320982336,0.9937966945890878
Llama,0.1,Pile,MAWPS,0.3576923076923077,,,,Mathematical Reasoning,Language Modeling,acc,0.358,0.9946524064171123,0.9835872235872237
Llama,0.1,Pile,RACE,0.3873125253344143,,,,Question Answering,Language Modeling,acc,0.387,0.967594936708861,1.0037334952193049
Llama,0.1,Pile,RTE,0.6389891696750902,,,,NLI,Language Modeling,acc,0.639,1.0,0.9937966945890878
Llama,0.1,Pile,SVAMP,0.2733333333333333,,,,Mathematical Reasoning,Language Modeling,acc,0.273,1.0,0.9835872235872237
Llama,0.1,Pile,WinoGrande,0.5059194948697711,,,,Question Answering,Language Modeling,acc,0.506,1.0422764227642276,1.0037334952193049
Llama,0.1,RACE,ANLI,0.358,,,,NLI,Question Answering,acc,0.358,0.9862258953168044,0.9997736019923025
Llama,0.1,RACE,BoolQ,0.2691131498470948,,,,Question Answering,Question Answering,acc,0.269,0.992108229988726,1.0
Llama,0.1,RACE,CommonsenseQA,0.4848484848484848,,,,Question Answering,Question Answering,acc,0.485,0.9850249584026622,1.0
Llama,0.1,RACE,e-SNLI,0.4668159609120521,,,,NLI,Question Answering,acc,0.467,0.9879362343817321,0.9997736019923025
Llama,0.1,RACE,MAWPS,0.3538461538461538,,,,Mathematical Reasoning,Question Answering,acc,0.354,0.9839572192513368,0.9825552825552826
Llama,0.1,RACE,RACE,0.3865018240778273,,,,Question Answering,Question Answering,acc,0.387,0.9655696202531646,1.0
Llama,0.1,RACE,RTE,0.6462093862815884,,,,NLI,Question Answering,acc,0.646,1.0112994350282485,0.9997736019923025
Llama,0.1,RACE,SVAMP,0.2766666666666666,,,,Mathematical Reasoning,Question Answering,acc,0.277,1.0121951219512193,0.9825552825552826
Llama,0.1,RACE,WinoGrande,0.5043409629044988,,,,Question Answering,Question Answering,acc,0.504,1.0390243902439025,1.0
Llama,0.1,RedPajama,ANLI,0.367,,,,NLI,Language Modeling,acc,0.367,1.0110192837465566,0.9937966945890878
Llama,0.1,RedPajama,BoolQ,0.2831804281345565,,,,Question Answering,Language Modeling,acc,0.283,1.0439684329199548,1.0037334952193049
Llama,0.1,RedPajama,CommonsenseQA,0.4832104832104832,,,,Question Answering,Language Modeling,acc,0.483,0.9816971713810317,1.0037334952193049
Llama,0.1,RedPajama,e-SNLI,0.4608102605863192,,,,NLI,Language Modeling,acc,0.461,0.9752261956053425,0.9937966945890878
Llama,0.1,RedPajama,MAWPS,0.3557692307692308,,,,Mathematical Reasoning,Language Modeling,acc,0.356,0.9893048128342247,0.9835872235872237
Llama,0.1,RedPajama,RACE,0.386704499391974,,,,Question Answering,Language Modeling,acc,0.387,0.9660759493670885,1.0037334952193049
Llama,0.1,RedPajama,RTE,0.6353790613718412,,,,NLI,Language Modeling,acc,0.635,0.9943502824858758,0.9937966945890878
Llama,0.1,RedPajama,SVAMP,0.27,,,,Mathematical Reasoning,Language Modeling,acc,0.27,0.9878048780487806,0.9835872235872237
Llama,0.1,RedPajama,WinoGrande,0.5074980268350434,,,,Question Answering,Language Modeling,acc,0.507,1.045528455284553,1.0037334952193049
Llama,0.1,RTE,ANLI,0.358,,,,NLI,NLI,acc,0.358,0.9862258953168044,1.0
Llama,0.1,RTE,BoolQ,0.2703363914373088,,,,Question Answering,NLI,acc,0.27,0.9966178128523111,1.0010623766884201
Llama,0.1,RTE,CommonsenseQA,0.4889434889434889,,,,Question Answering,NLI,acc,0.489,0.9933444259567387,1.0010623766884201
Llama,0.1,RTE,e-SNLI,0.4645765472312703,,,,NLI,NLI,acc,0.465,0.9831968978888409,1.0
Llama,0.1,RTE,MAWPS,0.3461538461538461,,,,Mathematical Reasoning,NLI,acc,0.346,0.962566844919786,0.9793611793611795
Llama,0.1,RTE,RACE,0.3828536684231861,,,,Question Answering,NLI,acc,0.383,0.9564556962025318,1.0010623766884201
Llama,0.1,RTE,RTE,0.6462093862815884,,,,NLI,NLI,acc,0.646,1.0112994350282485,1.0
Llama,0.1,RTE,SVAMP,0.2833333333333333,,,,Mathematical Reasoning,NLI,acc,0.283,1.0365853658536586,0.9793611793611795
Llama,0.1,RTE,WinoGrande,0.5035516969218626,,,,Question Answering,NLI,acc,0.504,1.0373983739837398,1.0010623766884201
Llama,0.1,SVAMP,ANLI,0.362,,,,NLI,Mathematical Reasoning,acc,0.362,0.9972451790633609,1.0013583880461854
Llama,0.1,SVAMP,BoolQ,0.2773700305810397,,,,Question Answering,Mathematical Reasoning,acc,0.277,1.0225479143179255,1.0067283856933273
Llama,0.1,SVAMP,CommonsenseQA,0.4922194922194922,,,,Question Answering,Mathematical Reasoning,acc,0.492,1.0,1.0067283856933273
Llama,0.1,SVAMP,e-SNLI,0.469564332247557,,,,NLI,Mathematical Reasoning,acc,0.47,0.9937526928048256,1.0013583880461854
Llama,0.1,SVAMP,MAWPS,0.3615384615384615,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.362,1.0053475935828875,1.0
Llama,0.1,SVAMP,RACE,0.3826509931090393,,,,Question Answering,Mathematical Reasoning,acc,0.383,0.9559493670886076,1.0067283856933273
Llama,0.1,SVAMP,RTE,0.6425992779783394,,,,NLI,Mathematical Reasoning,acc,0.643,1.0056497175141244,1.0013583880461854
Llama,0.1,SVAMP,SVAMP,0.2833333333333333,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.283,1.0365853658536586,1.0
Llama,0.1,SVAMP,WinoGrande,0.5090765588003157,,,,Question Answering,Mathematical Reasoning,acc,0.509,1.048780487804878,1.0067283856933273
Llama,0.1,Wikitext,ANLI,0.363,,,,NLI,Language Modeling,acc,0.363,1.0,0.9937966945890878
Llama,0.1,Wikitext,BoolQ,0.2899082568807339,,,,Question Answering,Language Modeling,acc,0.29,1.068771138669673,1.0037334952193049
Llama,0.1,Wikitext,CommonsenseQA,0.4791154791154791,,,,Question Answering,Language Modeling,acc,0.479,0.9733777038269551,1.0037334952193049
Llama,0.1,Wikitext,e-SNLI,0.4551099348534202,,,,NLI,Language Modeling,acc,0.455,0.9631624299870747,0.9937966945890878
Llama,0.1,Wikitext,MAWPS,0.3596153846153846,,,,Mathematical Reasoning,Language Modeling,acc,0.36,1.0,0.9835872235872237
Llama,0.1,Wikitext,RACE,0.3826509931090393,,,,Question Answering,Language Modeling,acc,0.383,0.9559493670886076,1.0037334952193049
Llama,0.1,Wikitext,RTE,0.631768953068592,,,,NLI,Language Modeling,acc,0.632,0.9887005649717514,0.9937966945890878
Llama,0.1,Wikitext,SVAMP,0.2766666666666666,,,,Mathematical Reasoning,Language Modeling,acc,0.277,1.0121951219512193,0.9835872235872237
Llama,0.1,Wikitext,WinoGrande,0.5027624309392266,,,,Question Answering,Language Modeling,acc,0.503,1.0357723577235773,1.0037334952193049
Llama,0.1,WinoGrande,ANLI,0.359,,,,NLI,Question Answering,acc,0.359,0.9889807162534435,0.9997736019923025
Llama,0.1,WinoGrande,BoolQ,0.2675840978593272,,,,Question Answering,Question Answering,acc,0.268,0.9864712514092446,1.0
Llama,0.1,WinoGrande,CommonsenseQA,0.4905814905814906,,,,Question Answering,Question Answering,acc,0.491,0.9966722129783695,1.0
Llama,0.1,WinoGrande,e-SNLI,0.4743485342019544,,,,NLI,Question Answering,acc,0.474,1.0038776389487292,0.9997736019923025
Llama,0.1,WinoGrande,MAWPS,0.3519230769230769,,,,Mathematical Reasoning,Question Answering,acc,0.352,0.9786096256684491,0.9825552825552826
Llama,0.1,WinoGrande,RACE,0.3860964734495338,,,,Question Answering,Question Answering,acc,0.386,0.9645569620253165,1.0
Llama,0.1,WinoGrande,RTE,0.6462093862815884,,,,NLI,Question Answering,acc,0.646,1.0112994350282485,0.9997736019923025
Llama,0.1,WinoGrande,SVAMP,0.2766666666666666,,,,Mathematical Reasoning,Question Answering,acc,0.277,1.0121951219512193,0.9825552825552826
Llama,0.1,WinoGrande,WinoGrande,0.5074980268350434,,,,Question Answering,Question Answering,acc,0.507,1.045528455284553,1.0
Llama,0.1,WMT14,ANLI,0.366,,,,NLI,Translation,acc,0.366,1.0082644628099173,1.001471587050034
Llama,0.1,WMT14,BoolQ,0.2535168195718654,,,,Question Answering,Translation,acc,0.254,0.9346110484780157,0.9925633631810593
Llama,0.1,WMT14,CommonsenseQA,0.4881244881244881,,,,Question Answering,Translation,acc,0.488,0.9916805324459235,0.9925633631810593
Llama,0.1,WMT14,e-SNLI,0.4647801302931596,,,,NLI,Translation,acc,0.465,0.9836277466609221,1.001471587050034
Llama,0.1,WMT14,MAWPS,0.3576923076923077,,,,Mathematical Reasoning,Translation,acc,0.358,0.9946524064171123,0.984766584766585
Llama,0.1,WMT14,RACE,0.3832590190514795,,,,Question Answering,Translation,acc,0.383,0.9574683544303798,0.9925633631810593
Llama,0.1,WMT14,RTE,0.6534296028880866,,,,NLI,Translation,acc,0.653,1.0225988700564972,1.001471587050034
Llama,0.1,WMT14,SVAMP,0.28,,,,Mathematical Reasoning,Translation,acc,0.28,1.0243902439024393,0.984766584766585
Llama,0.1,WMT14,WinoGrande,0.5035516969218626,,,,Question Answering,Translation,acc,0.504,1.0373983739837398,0.9925633631810593
Llama,0.1,ANLI,IWSLT,,0.2744551608877227,,,Translation,NLI,bleu,0.274,1.0014418385047905,1.0045578851412946
Llama,0.1,ANLI,WMT14,,0.2780067973747933,,,Translation,NLI,bleu,0.278,1.008009591044413,1.0045578851412946
Llama,0.1,BoolQ,IWSLT,,0.2736777479284255,,,Translation,Question Answering,bleu,0.274,0.9986051862053115,1.0045578851412946
Llama,0.1,BoolQ,WMT14,,0.2770210494758951,,,Translation,Question Answering,bleu,0.277,1.0044354218304794,1.0045578851412946
Llama,0.1,C4,IWSLT,,0.2742134719268083,,,Translation,Language Modeling,bleu,0.274,1.0005599551524005,1.0038286235186873
Llama,0.1,C4,WMT14,,0.2771898695629944,,,Translation,Language Modeling,bleu,0.277,1.0050475373203307,1.0038286235186873
Llama,0.1,CommonsenseQA,IWSLT,,0.2746512308212102,,,Translation,Question Answering,bleu,0.275,1.0021572655130935,1.0045578851412946
Llama,0.1,CommonsenseQA,WMT14,,0.2757682789685193,,,Translation,Question Answering,bleu,0.276,0.9998930699932689,1.0045578851412946
Llama,0.1,DS1000,IWSLT,,0.2726453494918216,,,Translation,Coding,bleu,0.273,0.994838133747351,1.0045578851412946
Llama,0.1,DS1000,WMT14,,0.2766094959224042,,,Translation,Coding,bleu,0.277,1.00294319238478,1.0045578851412946
Llama,0.1,e-SNLI,IWSLT,,0.2739504134842835,,,Translation,NLI,bleu,0.274,0.9996000980687728,1.0045578851412946
Llama,0.1,e-SNLI,WMT14,,0.2780708141669675,,,Translation,NLI,bleu,0.278,1.0082417060182511,1.0045578851412946
Llama,0.1,GSM8K,IWSLT,,0.2723275608931603,,,Translation,Mathematical Reasoning,bleu,0.272,0.9936785753062931,0.9996961409905806
Llama,0.1,GSM8K,WMT14,,0.2755294886250142,,,Translation,Mathematical Reasoning,bleu,0.276,0.999027253190317,0.9996961409905806
Llama,0.1,IWSLT,IWSLT,,0.2736132817205347,,,Translation,Translation,bleu,0.274,0.9983699595929104,1.0
Llama,0.1,IWSLT,WMT14,,0.2748700420872517,,,Translation,Translation,bleu,0.275,0.9966362021760158,1.0
Llama,0.1,MAWPS,IWSLT,,0.2722199693628822,,,Translation,Mathematical Reasoning,bleu,0.272,0.9932859914702277,0.9996961409905806
Llama,0.1,MAWPS,WMT14,,0.2758274606828471,,,Translation,Mathematical Reasoning,bleu,0.276,1.0001076537236675,0.9996961409905806
Llama,0.1,MBPP,IWSLT,,0.2737201337831234,,,Translation,Coding,bleu,0.274,0.9987598452327386,1.0045578851412946
Llama,0.1,MBPP,WMT14,,0.2756848263346007,,,Translation,Coding,bleu,0.276,0.9995904836673868,1.0045578851412946
Llama,0.1,RefineCode,IWSLT,,0.2745285903189142,,,Translation,Coding,bleu,0.275,1.0017097704479718,1.0045578851412946
Llama,0.1,RefineCode,WMT14,,0.2777539082295296,,,Translation,Coding,bleu,0.278,1.007092654169833,1.0045578851412946
Llama,0.1,OSCAR,IWSLT,,0.2728011505022511,,,Translation,Language Modeling,bleu,0.273,0.99540662606435,1.0038286235186873
Llama,0.1,OSCAR,WMT14,,0.2777129924549621,,,Translation,Language Modeling,bleu,0.278,1.0069442999080722,1.0038286235186873
Llama,0.1,Pile,IWSLT,,0.2734390880875232,,,Translation,Language Modeling,bleu,0.273,0.9977343556147066,1.0038286235186873
Llama,0.1,Pile,WMT14,,0.2767095046255394,,,Translation,Language Modeling,bleu,0.277,1.003305808453524,1.0038286235186873
Llama,0.1,RACE,IWSLT,,0.2739796323311272,,,Translation,Question Answering,bleu,0.274,0.999706712845509,1.0045578851412946
Llama,0.1,RACE,WMT14,,0.2768838645964547,,,Translation,Question Answering,bleu,0.277,1.003938010704104,1.0045578851412946
Llama,0.1,RedPajama,IWSLT,,0.2732399232118156,,,Translation,Language Modeling,bleu,0.273,0.9970076356701842,1.0038286235186873
Llama,0.1,RedPajama,WMT14,,0.2772623441098064,,,Translation,Language Modeling,bleu,0.277,1.0053103188025927,1.0038286235186873
Llama,0.1,RTE,IWSLT,,0.2730041701932296,,,Translation,NLI,bleu,0.273,0.9961474115971436,1.0045578851412946
Llama,0.1,RTE,WMT14,,0.2764731943458917,,,Translation,NLI,bleu,0.276,1.0024489839780197,1.0045578851412946
Llama,0.1,SVAMP,IWSLT,,0.2725879675334698,,,Translation,Mathematical Reasoning,bleu,0.273,0.9946287563988508,0.9996961409905806
Llama,0.1,SVAMP,WMT14,,0.2756903093533274,,,Translation,Mathematical Reasoning,bleu,0.276,0.9996103642441087,0.9996961409905806
Llama,0.1,Wikitext,IWSLT,,0.2737083915060369,,,Translation,Language Modeling,bleu,0.274,0.9987169995907922,1.0038286235186873
Llama,0.1,Wikitext,WMT14,,0.2767193840513351,,,Translation,Language Modeling,bleu,0.277,1.0033416297213857,1.0038286235186873
Llama,0.1,WinoGrande,IWSLT,,0.2743648917040185,,,Translation,Question Answering,bleu,0.274,1.0011124610684303,1.0045578851412946
Llama,0.1,WinoGrande,WMT14,,0.2774154684842281,,,Translation,Question Answering,bleu,0.277,1.0058655240691448,1.0045578851412946
Llama,0.1,WMT14,IWSLT,,0.2723742663038699,,,Translation,Translation,bleu,0.272,0.9938489956846815,1.0
Llama,0.1,WMT14,WMT14,,0.2755017215619999,,,Translation,Translation,bleu,0.276,0.9989265741202445,1.0
Llama,0.1,ANLI,DS1000,,,,0.8104852437973022,Coding,NLI,f1,0.81,0.9866148005940722,0.999859055673009
Llama,0.1,ANLI,MBPP,,,,0.7853724956512451,Coding,NLI,f1,0.785,1.0066879178707153,0.999859055673009
Llama,0.1,ANLI,RefineCode,,,,0.7683785557746887,Coding,NLI,f1,0.768,1.0035642139652512,0.999859055673009
Llama,0.1,BoolQ,DS1000,,,,0.8124898672103882,Coding,Question Answering,f1,0.812,0.9890550561620843,1.000105708245243
Llama,0.1,BoolQ,MBPP,,,,0.7864299416542053,Coding,Question Answering,f1,0.786,1.0080433487278884,1.000105708245243
Llama,0.1,BoolQ,RefineCode,,,,0.7682235240936279,Coding,Question Answering,f1,0.768,1.003361730116666,1.000105708245243
Llama,0.1,C4,DS1000,,,,0.8131911754608154,Coding,Language Modeling,f1,0.813,0.9899087683116213,1.0000845665961944
Llama,0.1,C4,MBPP,,,,0.7840309739112854,Coding,Language Modeling,f1,0.784,1.004968359655147,1.0000845665961944
Llama,0.1,C4,RefineCode,,,,0.768488883972168,Coding,Language Modeling,f1,0.768,1.0037083114676466,1.0000845665961944
Llama,0.1,CommonsenseQA,DS1000,,,,0.812629222869873,Coding,Question Answering,f1,0.813,0.9892246957172107,1.000105708245243
Llama,0.1,CommonsenseQA,MBPP,,,,0.7865723371505737,Coding,Question Answering,f1,0.787,1.008225870813328,1.000105708245243
Llama,0.1,CommonsenseQA,RefineCode,,,,0.7661013603210449,Coding,Question Answering,f1,0.766,1.0005900134903598,1.000105708245243
Llama,0.1,DS1000,DS1000,,,,0.8104106187820435,Coding,Coding,f1,0.81,0.9865239585397445,1.0
Llama,0.1,DS1000,MBPP,,,,0.7850775122642517,Coding,Coding,f1,0.785,1.0063098091219327,1.0
Llama,0.1,DS1000,RefineCode,,,,0.7690693140029907,Coding,Coding,f1,0.769,1.0044663997865706,1.0
Llama,0.1,e-SNLI,DS1000,,,,0.8110539317131042,Coding,NLI,f1,0.811,0.9873070721917888,0.999859055673009
Llama,0.1,e-SNLI,MBPP,,,,0.7859428524971008,Coding,NLI,f1,0.786,1.007418999425999,0.999859055673009
Llama,0.1,e-SNLI,RefineCode,,,,0.7672632336616516,Coding,NLI,f1,0.767,1.0021075135520547,0.999859055673009
Llama,0.1,GSM8K,DS1000,,,,0.8098041415214539,Coding,Mathematical Reasoning,f1,0.81,0.985785685454453,1.0004228329809723
Llama,0.1,GSM8K,MBPP,,,,0.7850956320762634,Coding,Mathematical Reasoning,f1,0.785,1.0063330350382047,1.0004228329809723
Llama,0.1,GSM8K,RefineCode,,,,0.7680407762527466,Coding,Mathematical Reasoning,f1,0.768,1.0031230467334435,1.0004228329809723
Llama,0.1,IWSLT,DS1000,,,,0.8098998069763184,Coding,Translation,f1,0.81,0.9859021403244179,0.9991543340380548
Llama,0.1,IWSLT,MBPP,,,,0.7866747379302979,Coding,Translation,f1,0.787,1.0083571278006807,0.9991543340380548
Llama,0.1,IWSLT,RefineCode,,,,0.7673733234405518,Coding,Translation,f1,0.767,1.0022512996606041,0.9991543340380548
Llama,0.1,MAWPS,DS1000,,,,0.8117265105247498,Coding,Mathematical Reasoning,f1,0.812,0.9881258116015607,1.0004228329809723
Llama,0.1,MAWPS,MBPP,,,,0.7862615585327148,Coding,Mathematical Reasoning,f1,0.786,1.007827515788848,1.0004228329809723
Llama,0.1,MAWPS,RefineCode,,,,0.7677894234657288,Coding,Mathematical Reasoning,f1,0.768,1.0027947597709355,1.0004228329809723
Llama,0.1,MBPP,DS1000,,,,0.810137152671814,Coding,Coding,f1,0.81,0.9861910644940131,1.0
Llama,0.1,MBPP,MBPP,,,,0.7874210476875305,Coding,Coding,f1,0.787,1.0093137452271315,1.0
Llama,0.1,MBPP,RefineCode,,,,0.7688974738121033,Coding,Coding,f1,0.769,1.0042419626718184,1.0
Llama,0.1,RefineCode,DS1000,,,,0.8086837530136108,Coding,Coding,f1,0.809,0.9844218211611632,1.0
Llama,0.1,RefineCode,MBPP,,,,0.7869839072227478,Coding,Coding,f1,0.787,1.0087534199970707,1.0
Llama,0.1,RefineCode,RefineCode,,,,0.7690950036048889,Coding,Coding,f1,0.769,1.0044999524735143,1.0
Llama,0.1,OSCAR,DS1000,,,,0.814643383026123,Coding,Language Modeling,f1,0.815,0.9916765604934435,1.0000845665961944
Llama,0.1,OSCAR,MBPP,,,,0.7827864289283752,Coding,Language Modeling,f1,0.783,1.0033731059322581,1.0000845665961944
Llama,0.1,OSCAR,RefineCode,,,,0.767900288105011,Coding,Language Modeling,f1,0.768,1.0029395579094855,1.0000845665961944
Llama,0.1,Pile,DS1000,,,,0.8129260540008545,Coding,Language Modeling,f1,0.813,0.9895860323230831,1.0000845665961944
Llama,0.1,Pile,MBPP,,,,0.7825358510017395,Coding,Language Modeling,f1,0.783,1.00305191595855,1.0000845665961944
Llama,0.1,Pile,RefineCode,,,,0.7685546875,Coding,Language Modeling,f1,0.769,1.0037942561692377,1.0000845665961944
Llama,0.1,RACE,DS1000,,,,0.8103625774383545,Coding,Question Answering,f1,0.81,0.9864654771533322,1.000105708245243
Llama,0.1,RACE,MBPP,,,,0.7853244543075562,Coding,Question Answering,f1,0.785,1.0066263386321783,1.000105708245243
Llama,0.1,RACE,RefineCode,,,,0.767598569393158,Coding,Question Answering,f1,0.768,1.0025454889969374,1.000105708245243
Llama,0.1,RedPajama,DS1000,,,,0.8138983845710754,Coding,Language Modeling,f1,0.814,0.990769663658745,1.0000845665961944
Llama,0.1,RedPajama,MBPP,,,,0.781739354133606,Coding,Language Modeling,f1,0.782,1.002030968856109,1.0000845665961944
Llama,0.1,RedPajama,RefineCode,,,,0.7690639495849609,Coding,Language Modeling,f1,0.769,1.0044593934250279,1.0000845665961944
Llama,0.1,RTE,DS1000,,,,0.8121441602706909,Coding,NLI,f1,0.812,0.9886342223640803,0.999859055673009
Llama,0.1,RTE,MBPP,,,,0.7867573499679565,Coding,NLI,f1,0.787,1.0084630196426312,0.999859055673009
Llama,0.1,RTE,RefineCode,,,,0.7676720023155212,Coding,NLI,f1,0.768,1.0026413983016111,0.999859055673009
Llama,0.1,SVAMP,DS1000,,,,0.8130849599838257,Coding,Mathematical Reasoning,f1,0.813,0.9897794707550622,1.0004228329809723
Llama,0.1,SVAMP,MBPP,,,,0.7881043553352356,Coding,Mathematical Reasoning,f1,0.788,1.0101896067539131,1.0004228329809723
Llama,0.1,SVAMP,RefineCode,,,,0.7677878737449646,Coding,Mathematical Reasoning,f1,0.768,1.0027927357109343,1.0004228329809723
Llama,0.1,Wikitext,DS1000,,,,0.8146504759788513,Coding,Language Modeling,f1,0.815,0.9916851948420579,1.0000845665961944
Llama,0.1,Wikitext,MBPP,,,,0.7807497978210449,Coding,Language Modeling,f1,0.781,1.0007625587839155,1.0000845665961944
Llama,0.1,Wikitext,RefineCode,,,,0.7689640522003174,Coding,Language Modeling,f1,0.769,1.00432891940341,1.0000845665961944
Llama,0.1,WinoGrande,DS1000,,,,0.811547040939331,Coding,Question Answering,f1,0.812,0.9879073408143555,1.000105708245243
Llama,0.1,WinoGrande,MBPP,,,,0.7872721552848816,Coding,Question Answering,f1,0.787,1.0091228954282916,1.000105708245243
Llama,0.1,WinoGrande,RefineCode,,,,0.7666228413581848,Coding,Question Answering,f1,0.767,1.0012711096807754,1.000105708245243
Llama,0.1,WMT14,DS1000,,,,0.8100746273994446,Coding,Translation,f1,0.81,0.9861149516226154,0.9991543340380548
Llama,0.1,WMT14,MBPP,,,,0.7846401929855347,Coding,Translation,f1,0.785,1.005749254688751,0.9991543340380548
Llama,0.1,WMT14,RefineCode,,,,0.766976535320282,Coding,Translation,f1,0.767,1.0017330624518264,0.9991543340380548
Llama,0.3,ANLI,C4,,,8.033187866210938,,Language Modeling,NLI,ppl,8.033,0.9287528278340548,0.9894005616435465
